month,equity,spy_equity
2005-02-28,1.0793568582988795,1.0209039894878966
2005-03-31,1.0191051883638174,1.0022287296241144
2005-04-30,0.9535051796152996,0.9834520037864133
2005-05-31,1.015071371564629,1.01514327309624
2005-06-30,1.0126044045307223,1.0166812535902157
2005-07-31,1.087410726145516,1.0555808903210884
2005-08-31,1.0865233135556445,1.045685102348804
2005-09-30,1.1495660753716386,1.0540774615611959
2005-10-31,1.0960707597289772,1.029147671541507
2005-11-30,1.1908710296370302,1.074380841015859
2005-12-31,1.1635311956799514,1.0723249652460003
2006-01-31,1.232311849667295,1.098075906257243
2006-02-28,1.1887436137164482,1.104363179654264
2006-03-31,1.1548121074293356,1.1225894573426483
2006-04-30,1.1928281431748482,1.1367698507089055
2006-05-31,1.1383829217332115,1.1025292726003322
2006-06-30,1.0964981303730443,1.1054045860526167
2006-07-31,1.0788538637322076,1.1103553831458925
2006-08-31,1.1698969949820368,1.1345859526736428
2006-09-30,1.1958528255642813,1.1652212524575278
2006-10-31,1.2029476009301532,1.2019455576987788
2006-11-30,1.2766109072512444,1.2258466959547347
2006-12-31,1.2671206525466805,1.2422375436477402
2007-01-31,1.2648977139331767,1.2609213700571629
2007-02-28,1.210831590506201,1.2361851839689473
2007-03-31,1.2254598342892622,1.2505113037949322
2007-04-30,1.29428135597583,1.3059033493765697
2007-05-31,1.3283966781454497,1.3502001002285842
2007-06-30,1.324383624311145,1.3304587813517725
2007-07-31,1.2814214664437078,1.2888020494984527
2007-08-31,1.264954022356229,1.3053410984310376
2007-09-30,1.3188846760874555,1.3558765789214435
2007-10-31,1.3208105220262316,1.3742710464559011
2007-11-30,1.229412398232388,1.3210416729131063
2007-12-31,1.1954353797965604,1.3061652953054854
2008-01-31,1.1369422534099614,1.2271936424809289
2008-02-29,1.084675890676652,1.1954799097847562
2008-03-31,1.0512256120142072,1.1847898126639247
2008-04-30,1.123547105095423,1.2412594345032857
2008-05-31,1.1263142026700697,1.2600224538679623
2008-06-30,1.0309667417478436,1.1547153360679652
2008-07-31,0.9660885455429148,1.1443395359882962
2008-08-31,0.9846220240697368,1.162023741705323
2008-09-30,0.8340121412667357,1.052591832179467
2008-10-31,0.715586860574439,0.8787181782574406
2008-11-30,0.6264707576922773,0.8175532327525689
2008-12-31,0.7449869030996967,0.8255621914556319
2009-01-31,0.745091590689375,0.7577718795524644
2009-02-28,0.7120753658321229,0.6763502422666696
2009-03-31,0.8712854223812226,0.7326967438084099
2009-04-30,0.9358881329793002,0.8054877291372486
2009-05-31,1.0147011519872149,0.8525711772860894
2009-06-30,0.9649457902221042,0.8520131144295368
2009-07-31,1.0404177809683344,0.9155782156551714
2009-08-31,1.0807739595493508,0.9493993185788858
2009-09-30,1.195400280099583,0.9830619404082526
2009-10-31,1.184744152550225,0.9641622370486913
2009-11-30,1.3102553582193563,1.023561236761712
2009-12-31,1.3850793174704068,1.0431121879576255
2010-01-31,1.2145786797283131,1.0052033198219867
2010-02-28,1.2207156145131055,1.036560398667997
2010-03-31,1.3037392480935828,1.0996654763927416
2010-04-30,1.2850872855625113,1.116677589012358
2010-05-31,1.1795835289070586,1.0279527336085095
2010-06-30,1.1162429153500564,0.9747650505878312
2010-07-31,1.1919335979740395,1.0413423396283161
2010-08-31,1.0496200501261015,0.9945018958241416
2010-09-30,1.1352733223677431,1.0835647490454245
2010-10-31,1.2101678777711131,1.1249590590506262
2010-11-30,1.2221789838373407,1.1249590590506262
2010-12-31,1.302151142034378,1.200164858411657
2011-01-31,1.352026123886224,1.228128633345659
2011-02-28,1.4125989594653066,1.2707906969218015
2011-03-31,1.413509593359097,1.2709438477210842
2011-04-30,1.487121990860663,1.307751724374249
2011-05-31,1.4097573118876612,1.2930861789732229
2011-06-30,1.337369721101869,1.271271946419112
2011-07-31,1.3242773377415495,1.2458409182956187
2011-08-31,1.2132871176506284,1.1773499581429059
2011-09-30,1.0889900216536408,1.0956174028422843
2011-10-31,1.3287482303299794,1.2152007641358706
2011-11-30,1.346811724734973,1.2102628168610556
2011-12-31,1.345739659369973,1.2229077996970297
2012-01-31,1.465479159335228,1.2796197595941738
2012-02-29,1.5160441388249564,1.335161624540678
2012-03-31,1.5348549297072742,1.3781056226522306
2012-04-30,1.4432867858050584,1.3689063900243523
2012-05-31,1.2531825985950087,1.2866955359254746
2012-06-30,1.3543912714970106,1.338911391935168
2012-07-31,1.319881092924991,1.3547496022505263
2012-08-31,1.355159435495087,1.388689684974802
2012-09-30,1.3659627104446712,1.4238939042840812
2012-10-31,1.2945589306720533,1.3979824833178414
2012-11-30,1.2720695644041125,1.4058938785844444
2012-12-31,1.319109358513999,1.4184555755600252
2013-01-31,1.40608879405646,1.4910659971435323
2013-02-28,1.3777157187993416,1.5100905817017627
2013-03-31,1.4103756852604514,1.567430374210509
2013-04-30,1.459455480962896,1.5975438761810525
2013-05-31,1.605725397055882,1.6352621862681125
2013-06-30,1.5798210128460952,1.6134403390067658
2013-07-31,1.6261721131352542,1.6968177662541872
2013-08-31,1.5697466102333124,1.645926393384342
2013-09-30,1.658950820930119,1.6980140367609509
2013-10-31,1.6653723212725804,1.7766435036790933
2013-11-30,1.736542794877175,1.8292992042155016
2013-12-31,1.8033280274427088,1.8767258852930018
2014-01-31,1.7029465045186172,1.8105744487546858
2014-02-28,1.81223877814751,1.892984427447783
2014-03-31,1.8586608050523243,1.9086876670773845
2014-04-30,1.853614280916576,1.921955532965257
2014-05-31,1.8808585229359416,1.9665575383935912
2014-06-30,2.0272933029727525,2.007157634434086
2014-07-31,1.99864702527374,1.9801859606690846
2014-08-31,2.073071550871654,2.0583309418393414
2014-09-30,2.00854166497274,2.0299332237767325
2014-10-31,2.002017508806388,2.077740449848348
2014-11-30,2.028810903062974,2.13482086639187
2014-12-31,2.0493261628282604,2.129405096238001
2015-01-31,1.9179432100343912,2.066312487596355
2015-02-28,2.006458409054564,2.182448004637356
2015-03-31,1.8911208444157164,2.1481715422209335
2015-04-30,1.9155771245769857,2.1692962630348314
2015-05-31,1.9335506037063472,2.1971851282864
2015-06-30,1.806307527775184,2.1525557099120163
2015-07-31,1.7029555769171507,2.2011798037023653
2015-08-31,1.585821494566846,2.0670183709571255
2015-09-30,1.586192309302618,2.014276243493589
2015-10-31,1.760741215748616,2.185609821449392
2015-11-30,1.7472394094052466,2.193598410810599
2015-12-31,1.6976876545047952,2.15568744863047
2016-01-31,1.5651418053353976,2.0483630996998365
2016-02-29,1.5535651564151352,2.046671492487376
2016-03-31,1.645855349605185,2.1843431149006958
2016-04-30,1.7276402181249435,2.192951541430907
2016-05-31,1.80568487448262,2.2302578958565036
2016-06-30,1.8737879216669164,2.2380094774549923
2016-07-31,2.043187305461768,2.3196328568906184
2016-08-31,2.153660446427025,2.322410321354922
2016-09-30,2.180390897655372,2.322545101672998
2016-10-31,2.1775405233166083,2.282278910544798
2016-11-30,2.38411934808484,2.366354987181116
2016-12-31,2.598303579027625,2.414324787252218
2017-01-31,2.5995056157602705,2.457528161328994
2017-02-28,2.695558833137763,2.5540885504786077
2017-03-31,2.69681971826194,2.5572808261195874
2017-04-30,2.646028988767247,2.582665785264304
2017-05-31,2.6120435652612906,2.6191141525520925
2017-06-30,2.6142795165020525,2.6358109211083014
2017-07-31,2.72717736690732,2.6899872786797236
2017-08-31,2.743908746297503,2.6978363285308316
2017-09-30,2.903086584754394,2.7521958198112784
2017-10-31,2.9983658344811173,2.8170489487658696
2017-11-30,2.980385944514892,2.9031549159836025
2017-12-31,3.007037732661271,2.9383634185657015
2018-01-31,3.19861693891231,3.1039675004295155
2018-02-28,3.113813119435504,2.991105355661557
2018-03-31,3.123166952856155,2.909117612484692
2018-04-30,3.177503143779104,2.9241538037604267
2018-05-31,3.377401887870839,2.9952370958077696
2018-06-30,3.2510274498641305,3.0124615635754273
2018-07-31,3.3763758367215946,3.124063474295841
2018-08-31,3.455904990726056,3.2237826343745963
2018-09-30,3.417640297418424,3.242949613958139
2018-10-31,3.0770846101939493,3.01884858963724
2018-11-30,3.032798496716661,3.0748456237087716
2018-12-31,2.6838037307809683,2.80411003823059
2019-01-31,2.9546242065899118,3.028622447109909
2019-02-28,3.0224338986259203,3.1267986771349845
2019-03-31,3.0509540597645874,3.183394607930622
2019-04-30,3.1243939458046124,3.3134439084007825
2019-05-31,2.83242135729124,3.102141684002023
2019-06-30,3.1107529528584497,3.3180100675948037
2019-07-31,3.2143894633243804,3.3681757588650654
2019-08-31,3.231864885379044,3.3117812370758184
2019-09-30,3.295459012452762,3.3762206970598183
2019-10-31,3.547686535146513,3.4508513004730155
2019-11-30,3.6121454469498793,3.57576524238327
2019-12-31,3.899378740185396,3.679661830851653
2020-01-31,3.7545860017168207,3.678175439999201
2020-02-29,3.411894664835416,3.3869897967682236
2020-03-31,2.794360798817224,2.9640522045291333
2020-04-30,3.380129174353017,3.3404380455521316
2020-05-31,3.755191516431795,3.499593422225523
2020-06-30,3.853979149668759,3.5616563320811907
2020-07-31,4.107291017416662,3.7714114383372905
2020-08-31,4.272972596676563,4.034643872040557
2020-09-30,3.985256950762149,3.8835722685688214
2020-10-31,3.848370356821796,3.7867406054739283
2020-11-30,4.535529375783857,4.198649817223231
2020-12-31,4.805220360350307,4.354203056638669
2021-01-31,4.94351477181071,4.309832157574944
2021-02-28,5.364577947785674,4.429668612700286
2021-03-31,5.261723722012191,4.630773030801016
2021-04-30,5.229990816986671,4.875789942589868
2021-05-31,5.382436405129592,4.907804075486497
2021-06-30,5.4857124185704045,5.017873526375681
2021-07-31,5.547068530502864,5.1403720831507
2021-08-31,5.623355430548044,5.293348886372863
2021-09-30,5.422523273031624,5.046649505020234
2021-10-31,5.730486903102651,5.400740625462534
2021-11-30,5.863042232700615,5.357346693337179
2021-12-31,6.035641590844676,5.605111752967476
2022-01-31,5.713004155942473,5.309491684977659
2022-02-28,5.728817960035057,5.152771110942955
2022-03-31,5.797560710299894,5.346466038167769
2022-04-30,5.256956587591561,4.877211989166176
2022-05-31,5.525707808902152,4.888221332887873
2022-06-30,4.689357815599791,4.485136043883558
2022-07-31,5.342650418698189,4.898160810242923
2022-08-31,4.982554573384548,4.698305965599608
2022-09-30,4.453842973847734,4.263966491480808
2022-10-31,4.719316120354604,4.610523239848525
2022-11-30,5.324590491205214,4.8668297165853565
2022-12-31,4.930714352677594,4.5863625352596635
2023-01-31,5.4674946935323305,4.874786704911533
2023-02-28,5.097492085215425,4.752221900183561
2023-03-31,5.505073387518218,4.928423941210651
2023-04-30,5.498508046773086,5.00715430299967
2023-05-31,5.713433167817125,5.030269127549675
2023-06-30,5.74829396910348,5.3562292350503045
2023-07-31,6.0189433043841785,5.531556346215988
2023-08-31,5.835833266533255,5.441657112588679
2023-09-30,5.610455992065994,5.183534908911442
2023-10-31,5.42142111579556,5.071008191997226
2023-11-30,5.965453575316799,5.534213117570602
2023-12-31,6.483418512866928,5.786879383513299
2024-01-31,6.710109880059324,5.879043992543295
2024-02-29,7.007024260117711,6.185852730610215
2024-03-31,7.363398355564099,6.388142377892216
2024-04-30,6.896316011919667,6.130574144166393
2024-05-31,7.540061449464425,6.440657967815484
2024-06-30,7.626250567616932,6.6678838776183245
2024-07-31,7.4666868478554305,6.748625664323712
2024-08-31,7.438883924335847,6.906311783235933
2024-09-30,8.049882367291598,7.051375763433886
2024-10-31,7.941704213016428,6.988453153131282
2024-11-30,8.21113364770547,7.4051984654461185
2024-12-31,7.523856198762002,7.2270280225985415
2025-01-31,7.764110854870816,7.421120818276433
2025-02-28,7.885305279738021,7.326910898882868
2025-03-31,7.870315300608438,6.918660553960427
2025-04-30,7.38977608732548,6.858674936238719
2025-05-31,7.95985886011923,7.289708485211043
2025-06-30,8.95515477868082,7.664298016797087
2025-07-31,9.05933268708506,7.8408183525866395
2025-08-31,9.767465338179107,8.001708740303735
2025-09-30,11.240802189809472,8.286732562439404
2025-10-31,12.559141492874788,8.484267205787933
2025-11-30,12.6929977492307,8.5008109187287
2025-12-31,13.317175438062536,8.507590292580842
2026-01-31,13.317175438062536,8.523185213000012
